	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Labs	Lab Size	nPublications	Other Journals	University	Career Duration	Degree Area	Latitude	Longitude	UndergradStudentCount	ranking	students staff ratio	perc intl students	near_city	crime_index	safety_index
130	Chao-Bin Yeh, Ming-Ju Hsieh, Yih-Shou Hsieh, Ming-Hsien Chien, Pen-Yuan Lin, Hui-Ling Chiou, and Shun-Fa Yang	Terminalia catappa Exerts Antimetastatic Effects on Hepatocellular Carcinoma through Transcriptional Inhibition of Matrix Metalloproteinase-9 by Modulating NF-_B and AP-1 Activity	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 595292	10.1155/2012/595292	2012				1.0		overlapping microscopy images	1	11/15/2015		1.0		1			       	       	Chung Shan Medical University Hospital	4	School of Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan ; Department of Emergency Medicine, Chung Shan Medical University, 110 Chien-Kuo N. Road, Section 1, Taichung 402, Taiwan ; Department of Emergency Medicine							Taipei, Taiwan	14.32	85.68
131	Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu	Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415	10.1155/2012/378415	2012			1.0			Duplicated 0h microscopy images	1	12/2/2012		1.0		1			        	        	China Medical University	11	School of Pharmacy							Taipei, Taiwan	14.32	85.68
132	Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin	Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578	10.1155/2012/732578	2012			1.0			Duplicated microscopy panels	1	1/6/2016		1.0		1			          	          	Chung Shan Medical University Hospital	14	School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan ; Department of Dentistry							Taipei, Taiwan	14.32	85.68
133	Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin	Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway	Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578	10.1155/2012/732578	2012			1.0			Duplicated microscopy panels	1	1/6/2016		1.0		1			          	          	Chung Shan Medical University Hospital	14	School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan ; Department of Dentistry							Taipei, Taiwan	14.32	85.68
134	Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu	Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906	10.1155/2013/594906	2013				1.0		shifted GAPDH panels	1	12/10/2015		1.0		1			     	     	Hung Kuang University	4	Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan ; Department of Physical Therapy							Ho Chi Minh City, Vietnam	53.84	46.16
135	Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim	Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245	10.1155/2013/467245	2013		1.0		1.0		Multiple cases of shifted or rotated blot panels	1	9/3/2014		1.0		1			      	      	Inje University	12	Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China ; Department of Smart Food and Drugs, Graduate School							Seoul, South Korea	25.77	74.23
136	Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam	Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes	Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081	10.1155/2013/938081	2013					1	Same band seen twice in one blot strip	1	6/21/2016		1.0		1			     	     	Universiti Teknologi MARA	3	Faculty of Pharmacy				1457.0	17.8	0%	Klang, Malaysia	64.52	35.48
137	Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao	Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells	Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857	10.1155/2014/640857	2014					1	Possibly manipulated FACS images	1	11/9/2015		1.0		1			      	      	Nanjing University of Chinese Medicine	7	Institute of Andrology							Shanghai, China	34.32	65.68
138	Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang	Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury	Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340	10.1155/2014/989340	2014				1.0		overlapping microscopy images	1	11/11/2015		1.0		1			     	     	Chinese Academy of Medical Sciences	8	Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC)							Shenzhen, China	33.03	66.97
139	Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci	The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro	Int. J. Cancer: 133, 247ï¿½252 (2013)	10.1002/ijc.27989	2013			1.0			Duplicated control blot panel	1	8/7/2015		1.0		1			     	     	McGill University	6	Department of Oncology, Faculty of Medicine				40.0	12.8	31%	Montreal, Canada	30.36	69.64
140	Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci	The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro	Int. J. Cancer: 133, 247ï¿½252 (2013)	10.1002/ijc.27989	2013			1.0			Duplicated control blot panel	1	8/7/2015		1.0		1			     	     	McGill University	6	Department of Oncology, Faculty of Medicine				40.0	12.8	31%	Montreal, Canada	30.36	69.64
141	Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu	RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis	Int. J. Cancer: 133, 275ï¿½286 (2013)	10.1002/ijc.28032	2013				1.0		Overlapping microscopy images	1	7/1/2015		1.0		1			        	        	Fudan University Shanghai Cancer Center	10	Cancer Research Laboratory							Lagos, Nigeria	65.94	34.06
142	Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher	Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24	Int. J. Cancer: 133, 2726ï¿½2736 (2013)	10.1002/ijc.28289	2013				1.0		Overlapping microscopy images	1	4/15/2016		1.0		1			        	        	Virginia Commonwealth University School of Medicine	10	Department of Human and Molecular Genetics									
143	Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher	Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24	Int. J. Cancer: 133, 2726ï¿½2736 (2013)	10.1002/ijc.28289	2013				1.0		Overlapping microscopy images	1	4/15/2016		1.0		1			        	        	Virginia Commonwealth University School of Medicine	10	Department of Human and Molecular Genetics									
144	Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko	Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis	Int. J. Cancer: 133, 43ï¿½58 (2013)	10.1002/ijc.28001	2013				1.0		Reused blot, shifted, other protein	1	8/7/2015		1.0		1			      	      	University of Arizona	11	Department of Biochemistry and Molecular Biophysics, Biochemistry and Molecular and Cellular Biology Graduate Program	32.232672	-110.950815	33715.0	124.0	18.0	9%	Phoenix, AZ, United States	51.73	48.27
145	Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci	HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker	Int. J. Cancer: 133, 2650ï¿½2661 (2013)	10.1002/ijc.28280	2013					1	Reused lanes, possibly duplicated lanes	1	8/7/2015		1.0		1			               	               	Università Politecnica delle Marche	5	Department of Experimental and Clinical Medicine							Florence, Italy	38.84	61.16
146	Jing Huang, Xianghua Ye, Jian Guan, Bin Chen, Qisheng Li, Xiaokang Zheng, Laiyu Liu, Shuang Wang, Yanqing Ding, Yi Ding, and Longhua Chen	Tiam1 is associated with hepatocellular carcinoma metastasis	Int. J. Cancer: 132, 90ï¿½100 (2013)	10.1002/ijc.27627	2013				1.0		Overlapping microscopy images; multiple cases	1	8/7/2015		1.0		1			           	           	Southern Medical University	6	Department of Radiation Oncology, Nanfang Hospital				780.0	11.0	6%	Guangzhou, China	37.14	62.86
147	Emanuela Rosati, Rita Sabatini, Filomena De Falco, Beatrice Del Papa, Franca Falzetti, Mauro Di Ianni, Laura Cavalli, Katia Fettucciari, Andrea Bartoli, Isabella Screpanti, and Pierfrancesco Marconi	c-Secretase inhibitor I induces apoptosis in chronic lymphocytic leukemia cells by proteasome inhibition, endoplasmic reticulum stress increase and Notch down-regulation	Int. J. Cancer: 132, 1940ï¿½1953 (2013)	10.1002/ijc.27863	2013				1.0		Duplicated FACS panels, but different gating numbers	1	8/7/2015		1.0		1			           	           	University of Perugia	15	Department of Clinical and Experimental Medicine, General Pathology and Immunology Section							Vancouver, Canada	37.16	62.84
148	Gayathri Chadalapaka, Indira Jutooru, Sandeep Sreevalsan, Satya Pathi, Kyounghyun Kim, Candy Chen, Lisa Crose, Corinne Linardic, and Stephen Safe	Inhibition of rhabdomyosarcoma cell and tumor growth by targeting specificity protein (Sp) transcription factors	Int. J. Cancer: 132, 795ï¿½806 (2013)	10.1002/ijc.27730	2013			1.0			Duplicated microscopy images	1	7/1/2015		1.0		1			         	         	College Station	4	Department of Veterinary Physiology and Pharmacology, Texas A&M University							Houston, TX, United States	63.77	36.23
149	Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen	Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells	Int. J. Cancer: 132, 2270ï¿½2282 (2013)	10.1002/ijc.27927	2013				1.0		Multiple cases of overlapping microscopy images	1	7/1/2015	1.0			1			             	             	Sun Yat-sen University	11	Department of Urology, The Third Affiliated Hospital				289.0	16.1	8%	Guangzhou, China	37.14	62.86
150	Baoyi Zhu, Xiaojuan Li, Yuying Zhang, Chunwei Ye, Yu Wang, Songwang Cai, Huaiqiu Huang, Yi Cai, Shuyuan Yeh, Zhenhua Huang, Ruihan Chen, Yiran Tao, and Xingqiao Wen	Cross-talk of alpha tocopherol-associated protein and JNK controls the oxidative stress-induced apoptosis in prostate cancer cells	Int. J. Cancer: 132, 2270ï¿½2282 (2013)	10.1002/ijc.27927	2013				1.0		Multiple cases of overlapping microscopy images	1	7/1/2015	1.0			1			             	             	Sun Yat-sen University	11	Department of Urology, The Third Affiliated Hospital				289.0	16.1	8%	Guangzhou, China	37.14	62.86
151	Jing Hu, Holly Deng, and Eileen A. Friedman	Ovarian cancer cells, not normal cells, are damaged by Mirk/Dyrk1B kinase inhibition	Int. J. Cancer: 132, 2258ï¿½2269 (2013)	10.1002/ijc.27917	2013				1.0		Duplicated FACS panels, but different gating numbers	1	7/1/2015		1.0		1			   	   	SUNY Upstate Medical University	12	Pathology Department							Rochester, NY, United States	63.44	36.56
152	R. van Gelderen, J. Carson, N. Gudkovs, and B. Nowak	Physical characterisation of Tenacibaculum maritimum for vaccine development	Journal of Applied Microbiology 2010, 109:1668ï¿½1676	10.1111/j.1365-2672.2010.04795.x	2010			1.0			Multiple cases of duplicated blot strips	1				1.0	1			    	    	University of Tasmania	16	National Centre for Marine Conservation & Resource Sustainability				393.0	22.8	33%	Hobart, Australia	32.86	67.14
153	Robert P. Ryan, Jean Lucey, Karen Oï¿½Donovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, and J. Maxwell Dow	HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa	Environmental Microbiology (2009) 11(5), 1126ï¿½1136	10.1111/j.1462-2920.2008.01842.x	2009				1.0		Duplicated pic of agar plate, but different exposure.	1	2/23/2016		1.0		1			       	       	National University of Ireland	6	Department of Microbiology, BIOMERIT Research Centre, BioSciences Institute							Dublin, Ireland	51.70	48.30
154	Laurent Guillon, Maher El Mecherki, Stephan Altenburger, Peter L. Graumann, and Isabelle J. Schalk	High cellular organization of pyoverdine biosynthesis in Pseudomonas aeruginosa: clustering of PvdA at the old cell poleemi_274	Environmental Microbiology (2012) 14(8), 1982ï¿½1994	10.1111/j.1462-2920.2012.02741.x	2012			1.0			Duplicated set of images - most likely an error	1	2/23/2016		1.0		1			     	     	Université de Strasbourg-CNRS	5	UMR 7242									
155	Lei-Chin Chen, Jung-Chi Chen, Jwu-Ching Shu, Chien-Yen Chen, Ssu-Ching Chen, Shu-Hwa Chen, Chun-Yen Lin, Chi-Yu Lu, and Chien-Cheng Chen	Interplay of RsbM and RsbK controls the sB activity of Bacillus cereuse	Environmental Microbiology (2012) 14(10), 2788ï¿½2799	10.1111/j.1462-2920.2012.02788.x	2012			1.0			Multiple cases of duplicated blot panels	1	2/23/2016		1.0		1			         	         	I-Shou University	8	Department of Nutrition				1202.0	28.3	15%	Taipei, Taiwan	14.32	85.68
156	Isao Hara, Noriyuki Sato, Hideaki Miyake, Mototsugu Muramaki, Satoko Hikosaka, and Sadao Kamidono	Introduction of 65 kDa Antigen of Mycobacterium tuberculosis to Cancer Cells Enhances Anti-Tumor Effect of BCG Therapy	Microbiol. Immunol., 48(4), 289ï¿½295, 2004	10.1111/j.1348-0421.2004.tb03525.x	2004			1.0			Duplicated blot strips, two cases	1				1.0	1			      	      	Kobe University Graduate School of Medicine	27	Divisiont of Urology									
157	Noritoshi Kitamoto, Takayuki Kobayashi, Yoji Kato, Nobutaka Wakamiya, Kazuyoshi Ikuta, Tomoyuki Tanaka, Shigeharu Ueda, Hiroyuki Miyamoto, and Shiro Kato	Preparation of Monoclonal Antibodies Cross-Reactive with Orthopoxviruses and Their Application for Direct Immunofluorescence Test	Microbiol. Immunol., 49(3), 219ï¿½225, 2005	10.1111/j.1348-0421.2005.tb03723.x	2005					1	Possible patches in microscopy, possible duplicated lanes	1			1.0		1			         	         	University of Hyogo	20	School of Human Science and Environment				1192.0	12.9	3%	Osaka, Japan	31.66	68.34
158	Kotla Siva Reddy, Dowlathabad. Muralidhar Rao, Hosur Joyappa Dechamma, Veluvarthy V.S. Suryanarayana, and Golla Ramalinga Reddy	Expression of bovine (Bos indicus) interleukin-18 in Escherichia coli and its biological activity	Microbiol Immunol 2010; 54: 564ï¿½567	10.1111/j.1348-0421.2010.00241.x	2010					1	Marker bands all identical?	1				1.0	1			     	     	Indian Veterinary Research Institute	12	Indian Veterinary Research Institute							Meerut, India	68.89	31.11
159	H. Liu, D. Gu, L. Sheng, Q. Wang, and Y. Zhang	Investigation of the roles of T6SS genes in motility, biofilm formation and extracellular protease Asp production in Vibrio alginolyticus with modified Gateway-compatible plasmids	Letters in Applied Microbiology 55, 73ï¿½81, 2012	10.1111/j.1472-765X.2012.03263.x	2012					1	duplicated blot panel	1				1.0	1			     	     	East China University of Science and Technology	7	State Key Laboratory of Bioreactor Engineering				844.0	15.9	2%	Shanghai, China	34.32	65.68
160	Sandrine Koechler, Jessica Cleiss-Arnold, Caroline Proux, Odile Sismeiro, Marie-Agne_s Dillies, Florence Goulhen-Chollet, Florence Hommais, Didier Liï¿½vremont, Florence Arsï¿½ne-Ploetze, Jean-Yves Coppï¿½e, Philippe N Bertin Gi	Multiple controls affect arsenite oxidase gene expression in Herminiimonas arsenicoxydans	BMC Microbiology 2010	10.1186/1471-2180-10-53	2010			1.0			Duplicated blot strips, multiple cases	1	3/28/2017		1.0		1			           	           	CNRS Université de Strasbourg	5	UMR7156 Génétique Moléculaire, Génomique et Microbiologie							Freiburg im Breisgau, Germany	29.90	70.10
161	Scarlett R Holdsworth, and Christopher J Law	Multidrug resistance protein MdtM adds to the repertoire of antiporters involved in alkaline pH homeostasis in Escherichia coli	BMC Microbiology 2013, 13:113	10.1186/1471-2180-13-113	2013				1.0		Overlapping images of colony panels	1	4/12/2017		1.0		1			  	  	Queen's University Belfast	10	Institute for Global Food Security, School of Biological Sciences, Medical Biology Centre							Belfast, United Kingdom	44.02	55.98
162	Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao	Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3	Genome Biology 2013, 14:R121	10.1186/gb-2013-14-10-r121	2013			1.0			duplicated microscopy panel; might be error	1			1.0		1			      	      	University of Glasgow School of Medicine	11	Institute of Medical Genetics, Yorkhill Hospital									
163	Daniel C Kraushaar, Wenfei Jin, Alika Maunakea, Brian Abraham, Misook Ha, and Keji Zhao	Genome-wide incorporation dynamics reveal distinct categories of turnover for the histone variant H3.3	Genome Biology 2013, 14:R121	10.1186/gb-2013-14-10-r121	2013			1.0			duplicated microscopy panel; might be error	1			1.0		1			      	      	University of Glasgow School of Medicine	11	Institute of Medical Genetics, Yorkhill Hospital									
164	Arumugam Nagalingam, Jack L Arbiser, Michael Y Bonner, Neeraj K Saxena, and Dipali Sharma	Honokiol activates AMP-activated protein kinase in breast cancer cells via an LKB1-dependent pathway and inhibits breast carcinogenesis	Breast Cancer Research 2012, 14:R35	10.1186/bcr3128	2012			1.0			Duplicated microscopy images	1	3/28/2017		1.0		1			     	     	Johns Hopkins University School of Medicine and the Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins	5	Department of Oncology									
165	Ingunn Holen, Jacob Whitworth, Faith Nutter, Alyson Evans, Hannah K Brown, Diane V Lefley, Ivana Barbaric, __Mark Jones, and Penelope D Ottewell	Loss of plakoglobin promotes decreased cell-cell contact, increased invasion and breast cancer cell dissemination in vivo	Breast Cancer Research 2012, 14:R86	10.1186/bcr3201	2012			1.0			Duplicated microscopy images	1	3/28/2017		1.0		1			         	         	Medical School	10	Academic Unit of Clinical Oncology, University of Sheffield							Brighton, United Kingdom	36.75	63.25
166	Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun	A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion	Breast Cancer Research 2012, 14:R127	10.1186/bcr3322	2012			1.0			Duplicated blot panels	1	3/28/2017		1.0		1			      	      	Baylor College of Medicine	10	Molecular and Cellular Biology; Education, Innovation and Technology (EIT)	29.7106	-95.395743					Houston, TX, United States	63.77	36.23
167	Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun	A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion	Breast Cancer Research 2012, 14:R127	10.1186/bcr3322	2012			1.0			Duplicated blot panels	1	3/28/2017		1.0		1			      	      	Baylor College of Medicine	10	Molecular and Cellular Biology; Education, Innovation and Technology (EIT)	29.7106	-95.395743					Houston, TX, United States	63.77	36.23
168	Meiou Dai, Amal A Al-Odaini, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean-Jacques Lebrun	A novel function for p21Cip1 and acetyltransferase p/CAF as critical transcriptional regulators of TGFb-mediated breast cancer cell migration and invasion	Breast Cancer Research 2012, 14:R127	10.1186/bcr3322	2012			1.0			Duplicated blot panels	1	3/28/2017		1.0		1			      	      	Baylor College of Medicine	10	Molecular and Cellular Biology; Education, Innovation and Technology (EIT)	29.7106	-95.395743					Houston, TX, United States	63.77	36.23
169	Yi Fang Lee, Lance David Miller, Xiu Bin Chan, Michael A Black, Brendan Pang, Chee Wee Ong, Manuel Salto-Tellez, Edison T Liu, and Kartiki V Desai	JMJD6 is a driver of cellular proliferation and motility and a marker of poor prognosis in breast cancer	Breast Cancer Research 2012, 14:R85	10.1186/bcr3200	2012			1.0			duplicated blots, different exposure?	1	3/28/2017		1.0		1			         	         	National Institute of Biomedical Genomics	10	National Institute of Biomedical Genomics							Kolkata, India	46.55	53.45
170	Meiou Dai, Amal A Al-Odaini, Nade_ge Fils-Aimï¿½, Manuel A Villatoro, Jimin Guo, Ani Arakelian, Shafaat A Rabbani, Suhad Ali, and Jean Jacques Lebrunn	Cyclin D1 cooperates with p21 to regulate TGFb-mediated breast cancer cell migration and tumor local invasion	Breast Cancer Research 2013, 15:R49	10.1186/bcr3441	2013				1.0		Overlapping microscopy images	1	3/28/2017		1.0		1			         	         	McGill University Health Center	6	Division of Medical Oncology, Department of Medicine							Montreal, Canada	30.36	69.64
171	Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao	Ubiquitin-conjugating enzyme complex Uev1A-Ubc13 promotes breast cancer metastasis through nuclear factor-_B mediated matrix metalloproteinase-1 gene regulation	Breast Cancer Research 2014, 16:R75	10.1186/bcr3692	2014				1.0		Overlapping microscopy images	1	3/28/2017		1.0		1			     	     	University of Saskatchewan	12	Department of Microbiology and Immunology				484.0	18.4	21%	Saskatoon, Canada	48.89	51.11
172	Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov	Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision	Lung Cancer 34 (2001) 99ï¿½104	10.1016/S0169-5002(01)00212-4	2001				1.0		Duplicated blot strips	1				1.0	1			         	         	Moscow State University	18	Department of Enzymology, A.N. Belozersky Institute of Physico-Chemical Biology							Moscow, Russia	37.67	62.33
173	Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov	Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy	Lung Cancer (2003) 41, 363__/367	10.1016/S0169-5002(03)00239-3	2003				1.0		Duplicated blot strips	1	7/5/2016	1.0			1			       	       	M.V. Lomonosov Moscow State University	16	Laboratory of Biomedicine, Department of Cell Signalling, A.N. Belozersky Institute of Physico-Chemical Biology							Memphis, TN, United States	73.85	26.15
174	Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari	Up-regulation of focal adhesion kinase in non-small cell lung cancer	Lung Cancer (2006) 53, 263ï¿½271	10.1016/j.lungcan.2006.06.001	2006					1	Duplicated lanes with blot panel	1				1.0	1			         	         	University of Milan	15	Laboratory of Pharmacology, Department of Medicine, Surgery and Dentistry				379.0	20.9	6%	Milan, Italy	44.56	55.44
175	Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds	In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2	Lung Cancer (2006) 53, 273ï¿½284	10.1016/j.lungcan.2006.06.006	2006				1.0		Overlapping microscopy images	1	6/13/2016		1.0		1			       	       	Royal Adelaide Hospital and Hanson Institute	10	Department of Thoracic Medicine and Lung Research Laboratory									
176	Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang	Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells	Lung Cancer 63 (2009) 227ï¿½234	10.1016/j.lungcan.2008.05.026	2009				1.0		Shifted reused blots	1	10/1/2016	1.0			1			     	     	National Taiwan Normal University	16	Department of Life Science				735.0	10.9	26%	Taipei, Taiwan	14.32	85.68
177	Shun-Dong Dai, Yan Wang, Gui-Yang Jiang, Peng-Xin Zhang, Xin-Jun Dong, Qiang Wei, Hong-Tao Xu, Qing-Chang Li, Chen Zhao, En-Hua Wang	Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn	Lung Cancer 67 (2010) 205ï¿½215	10.1016/j.lungcan.2009.06.013	2010					1	Duplicated parts of lanes to make 2 negative lanes	1	12/1/2016	1.0			1			          	          	First Affiliated Hospital and College of Basic Medical Sciences of China Medical University	4	Department of Pathology									
178	Kazutoshi Komiya, Naoko Sueoka-Aragane, Akemi Sato, Takashi Hisatomi, Toru Sakuragi, Masahiro Mitsuoka, Toshimi Sato, Shinichiro Hayashi, Hiroto Izumi, Makoto Tsuneoka, Eisaburo Sueoka	Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer	Lung Cancer 69 (2010) 232ï¿½238	10.1016/j.lungcan.2009.10.010	2010					1	Manipulated FACS panels	1	11/1/2016		1.0		1			           	           	Saga University	9	Department of Internal Medicine, Faculty of Medicine				1377.0	9.7	2%	Osaka, Japan	31.66	68.34
179	Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota	Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells	Lung Cancer 73 (2011) 302ï¿½309	10.1016/j.lungcan.2011.01.012	2011	10.1016/j.lungcan.2011.01.012				1	Duplicated bands within same blot	1	11/1/2016		1.0		1			    	    	Pamukkale University	16	Medical Biology Department, School of Medicine							Antalya, Turkey	26.22	73.78
180	Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota	Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells	Lung Cancer 73 (2011) 302ï¿½309	10.1016/j.lungcan.2011.01.012	2011	10.1016/j.lungcan.2011.01.012				1	Duplicated bands within same blot	1	11/1/2016		1.0		1			    	    	Pamukkale University	16	Medical Biology Department, School of Medicine							Antalya, Turkey	26.22	73.78
